Likelihood to Return,3,Return
Calling Plan Information,1,Calling Plan Information
Account Opening Process,1,Unmapped Elements
Brand - Prefer,3,Unmapped Future Behaviors
Emotional Appeal,1,Unmapped Elements
Stylist Next Time,3,Unmapped Future Behaviors
Usefulness/relevance of Content,1,Unmapped Elements
Main Resource,3,Primary Resource
Primary Resource for Client Acct,3,Manage and Service Account
Purchase Product Online,3,In-Channel Purchase
Rates,1,Unmapped Elements
Recommend CBSNews.com,3,Recommend
Employees,1,Unmapped Elements
Use Email/Chat Support,3,Use Service
Recommend Credit Union,3,Recommend Company
Digital Services,1,Unmapped Elements
Product Info / Content,1,Unmapped Elements
Make an Appointment,3,Make an Appointment
Rewards,1,Unmapped Elements
Tasks/ Transactions,1,Tasks and Transactions
Store Team Members,1,Unmapped Elements
Recommend Account Online,3,Recommend
Buy with App Over Site,3,Unmapped Future Behaviors
Register on CBSSports.com,3,Subscribe/Renew
Return Experience,1,Unmapped Elements
Call Direct Number,3,Contact
Likelihood to Purchase Offline,3,Other-Channel Purchase
Snapdragon Purchase Intent,3,Unmapped Future Behaviors
Apply Online,3,Apply
Request Product,3,Unmapped Future Behaviors
Tactical HClx - Consistency,1,Unmapped Elements
Purchase Next Time,3,Purchase Next Time
Healthypeople Engagement,3,Unmapped Future Behaviors
Watch More Video/Podcast,3,Unmapped Future Behaviors
ASAT,1,Service Representative
Use Store Pick Up Again,3,Unmapped Future Behaviors
View Program on TV,3,Unmapped Future Behaviors
Contact via [CHANNEL] Again for Service,3,Contact Via Channel Again
Contact SSA,3,Contact
In-Store Visit,3,Unmapped Future Behaviors
Store,1,Store Atmosphere
Video Browsing,1,Product Browsing
Purchase Product Offline,3,Other-Channel Purchase
Furniture Configuring,1,Unmapped Elements
Point Structure,1,Point Structure
Magazine Content,1,Content
Use BA in Future,3,Unmapped Future Behaviors
Compensation,1,Compensation
Food and Beverage Service,1,Unmapped Elements
Search Results - Look & Feel,1,Search Results - Look and Feel
Medicare Plan Finder Process,1,Search Process
Contact via Call Center Again for Service,3,Contact Via Channel Again
Exam,1,Unmapped Elements
Return to Mobile Site,3,Return
Likelihood to Subscribe,3,Subscribe/Renew
Images,1,Images
Communications,1,Unmapped Elements
Recommend Tour,3,Unmapped Future Behaviors
Creating Emergency Plan,3,Unmapped Future Behaviors
Job Responsibilities,1,Unmapped Elements
Renew or Buy a Subscription,3,Subscribe/Renew
Log Into Secured Section,3,Unmapped Future Behaviors
Play More ESPN Fantasy Games,3,Use More Services
Purchase over the Phone,3,Other-Channel Purchase
Monitoring System,1,Unmapped Elements
Register on CBSNews.com,3,Subscribe/Renew
Visit Branch,3,Visit in Person
Company Brand Confidence,3,Brand Confidence
In Person Visit,3,Visit in Person
Airfare,1,Unmapped Elements
Contact a Listing,3,Unmapped Future Behaviors
Purchase For Self,3,Purchase Next Time
Purchase Tablet Online,3,In-Channel Purchase
Rent Again,3,Purchase Next Time
Employee Initiative,3,Employee Initiative
Purchase from Call Centre,3,Other-Channel Purchase
Value (Seller),1,Unmapped Elements
Purchase from Partner/Distributor,3,Purchase from Partner/Distributor
Uploading Photos,1,Unmapped Elements
Use In-Store Pickup,3,Use Store Pick-up
Positive Review Online,3,Unmapped Future Behaviors
Use Tesco direct's Click+Collect Service,3,Use Service
Sales,1,Unmapped Elements
Visit Hershey Resort/Park,3,Visit in Person
Likelihood to Purchase At Store,3,Other-Channel Purchase
Tasks Transactions,1,Tasks and Transactions
Purchase Brand,3,Purchase
Primary Resource Product,3,Unmapped Future Behaviors
Support Options,1,Unmapped Elements
Communicate Exp on Social Netwrk,3,Comm Exp on Social Network
Discussion/Bulletin Board Sites,1,Unmapped Elements
Renew Service,3,Subscribe/Renew
Store Experience - Order Pickup Efficiency,1,Unmapped Elements
Increase Business with Citibank,3,Increase Business
Purchase Catalog,3,Other-Channel Purchase
Site Content,1,Content
Primary communication and collaboration Resource,3,Unmapped Future Behaviors
Recommend Meetings and Engagements,3,Unmapped Future Behaviors
Job Posting Process,1,Unmapped Elements
Visit an Ad,3,Click on an Ad
In-Channel,3,In-Channel Purchase
Recommend HSN,3,Recommend Company
Purchase Remote/Online Service,3,Unmapped Future Behaviors
Scheduling,1,Unmapped Elements
Custom Tools,1,Unmapped Elements
Likelihood to Purchase Online (,3,In-Channel Purchase
Conference Networking,1,Unmapped Elements
Recommend Prodcuts,3,Recommend Products/Services
Return to same Leader,3,Unmapped Future Behaviors
Use Mobile Channel Over Others,3,Unmapped Future Behaviors
Brand Positivity,3,Unmapped Future Behaviors
Outlet Purchase,3,Unmapped Future Behaviors
Return Transaction,1,Unmapped Elements
Customer Service,1,Unmapped Elements
Use Mobile App,3,Use Mobile Site/App
Subscribe to Print Edition,3,Subscribe/Renew
Brand Recommendation,3,Recommend Company
Purchase online,3,In-Channel Purchase
Contact a Botox Specialist,3,Contact
More Information,3,Seek More Information
Purchase Next 30 Days,3,Purchase Next Time
Continue as a student,3,Unmapped Future Behaviors
Training Content,1,Unmapped Elements
Company Satisfaction,3,Company/Organization/Brand Satisfaction
Forward Content,3,Share Content
Newsletter Length,1,Unmapped Elements
Likelihood To Use Again,3,Use Again
Recommend Brand,3,Recommend Company
Sales Representative,1,Sales Representative
Likelihood to Become a Member,3,Become a Member
Recommend - Meeting,3,Recommend Program
Recommend Department,3,Unmapped Future Behaviors
Staff Professionalism,1,Unmapped Elements
Apply for More Online Services,3,Apply
Blog Information,1,Site Information
Purchase Products,3,Purchase
Purchase as a gift,3,Unmapped Future Behaviors
Career Services,1,Career Services
Used Bike Information,1,Product Descriptions
Airport,1,Unmapped Elements
Brand - Competitive,3,Unmapped Future Behaviors
Return Service,1,Unmapped Elements
Primary Resource for Information,3,Primary Resource
Project Consultation,3,Use Service
Recommend Advisor,3,Unmapped Future Behaviors
Articles,1,Unmapped Elements
Price/Number of Points,1,Unmapped Elements
Free Trial,3,Unmapped Future Behaviors
Confidence in Buying,3,Unmapped Future Behaviors
Primary Online - Products,3,Primary Resource
Seek Treatment Options,3,Unmapped Future Behaviors
Donate,3,Donate
Recommend Web Pickup,3,Recommend Store Pickup
Purchase at Airport,3,Purchase
Contact a real estate pro.,3,Unmapped Future Behaviors
Purchase Product,3,Purchase
Continue Subscription,3,Subscribe/Renew
Likelihood To Purchase,3,Purchase
Buy with App Not Store,3,Unmapped Future Behaviors
Drop off Transaction,1,Unmapped Elements
Likelihood to Use in Future,3,Use Store Pick-up
Take action based on ads,3,Unmapped Future Behaviors
Check Out,1,Checkout
Primary Resource for Accounts,3,Use Web Channel Over Others
Delivery Appointment,1,Unmapped Elements
Shop - Likely to Purchase Online,3,In-Channel Purchase
Use Mobile,3,Use Mobile Site/App
Service Delivery,1,Unmapped Elements
Recommend In Store Pickup,3,Recommend Store Pickup
Lovesac Style,1,Unmapped Elements
Purchase from Catalog,3,Other-Channel Purchase
Advancement,1,Advancement
Recommen,3,Recommend
Perception of Michigan,3,Unmapped Future Behaviors
Purchase in the Future,3,Purchase Next Time
Use Facilities,3,Use a Facility
Visit Offline,3,Visit in Person
Advocate for Michigan,3,Unmapped Future Behaviors
Recommendation Results,1,Unmapped Elements
Listing Presentation,1,Unmapped Elements
Likelihood to Visit the Website,3,Visit Website
Image,1,Image
Job Satisfaction,2,Job Satisfation
Job Satisfaction,1,Unmapped Elements
Image,3,Brand Commitment
Manage Future Service Transactions,3,Primary Resource
Discuss,3,Unmapped Future Behaviors
Service Information,1,Unmapped Elements
Purchase Consideration ,3,Unmapped Future Behaviors
Future Participation,3,Future Participation
Likelihood to Continue Membership,3,Continue Relationship
Community Descriptions,1,Product Descriptions
Brand Confidence - Preference,3,Brand Preference
Open Account,3,Open Additional Accounts
Increase Number Purchased,3,Increase Business
Premium Subscribe,3,Unmapped Future Behaviors
Primary Resource - Pregnancy,3,Primary Resource
Enroll Evercare Healthcare Plan,3,Unmapped Future Behaviors
Recommendation,3,Recommend Company
Likelihood to Use Resources,3,Use Service
Primary Online Resource - Ideas / Inspiration,3,Primary Resource
Products - Apparel,1,Products
Join Life Reimagined,3,Unmapped Future Behaviors
Purchse TV Offline,3,Other-Channel Purchase
Likelihood to Visit - Site,3,Visit Website
Purchase Subscription,3,Unmapped Future Behaviors
Sign Up For Newsletters,3,Subscribe/Renew
Increase Usage,3,Unmapped Future Behaviors
Service Explanation,1,Unmapped Elements
Retailer/Org Satisfaction,3,Company/Organization/Brand Satisfaction
Tasks / Transactions,1,Tasks and Transactions
Application,1,Unmapped Elements
Application,3,Unmapped Future Behaviors
Banking - Apply for a Loan,3,Apply
Purchase In the Future,3,In-Channel Purchase
Download App,3,Unmapped Future Behaviors
Hotel Images,1,Images
Other future use of Avios,3,Use Again
Additional Resource,3,Unmapped Future Behaviors
Conference Location,1,Unmapped Elements
Attend Again,3,Unmapped Future Behaviors
Visit Store,3,Visit in Person
Email Information,1,Unmapped Elements
Confidence in resolution,3,Unmapped Future Behaviors
Purchase from Mobile Site,3,Unmapped Future Behaviors
Recommend Online Support,3,Recommend Products/Services
Instore Benefits,1,Convenience
Insurance Product Descriptions,1,Product Descriptions
Likelihood to use a Mayo Clinic Health System Facility,3,Primary Resource
Primary Source,3,Primary Resource
Call DIRECTV,3,Unmapped Future Behaviors
Account Opening,1,Unmapped Elements
Brand Relationship,3,Unmapped Future Behaviors
Promotions/ Ads,1,Ads
Satisfaction Questions,2,Satisfaction
Attend a Game,3,Unmapped Future Behaviors
Website Performance,1,Site Performance
Downloads,1,Unmapped Elements
Recommend Online Application,3,Recommend
Website Role,1,Website Role
Likelihood to Recommend,3,Recommend
Account Set-up,1,Account Setup
Products,1,Products
Author/Continue to Author,3,Unmapped Future Behaviors
Register for Savings,3,Unmapped Future Behaviors
Supplemental Content,1,Unmapped Elements
Service Browsing,1,Product Browsing
Purchase Other Online Retailers,3,Purchase from Partner/Distributor
Discuss Product,3,Unmapped Future Behaviors
Use Web Channels Over Others,3,Use Web Channel Over Others
Likelihood to Apply Again,3,Apply
Listing/Managing Process,1,Process
Brand Love,3,Unmapped Future Behaviors
Increase # of Products Purchased,3,Increase Business
Profile Descriptions,1,Unmapped Elements
Vehicle Browsing,1,Product Browsing
Price (Transaction Costs),1,Price
Use Additional Services,3,Use More Services
Certification,3,Unmapped Future Behaviors
Return to Citibank.com,3,Return
Articles and Videos,1,Site Information
Payment,1,Unmapped Elements
Return Process,1,Unmapped Elements
Use Sony Support,3,Use Service
Paid Time Off (PTO),1,Unmapped Elements
Look and feel,1,Look and Feel
Apply Again,3,Apply
Recommend this organization,3,Recommend Company
Contact Via Contact Center Again For Service,3,Contact
Purchase Via Call Center,3,Purchase via Telephone Call
Confident to reaching resolution via channel,3,Unmapped Future Behaviors
Return to Target.com,3,Return
Tactical HClx - Navigation,1,Unmapped Elements
Email Communications,1,Email Communication
Manage Future Service Trans,3,Unmapped Future Behaviors
Merchandise/Services,1,Merchandise
Select Next Time,3,Purchase Next Time
Engagement,1,Engagement
Shopping-Likelihood to Purchase,3,In-Channel Purchase
Consultation,3,Use Service
Industry Leader,3,Unmapped Future Behaviors
Purchase - Another site,3,Purchase from Partner/Distributor
Use Online Bill Payment Feature,3,Unmapped Future Behaviors
Solutions,3,Unmapped Future Behaviors
Information Content,1,Site Information
Recommend Site for Purchase,3,Recommend
Continue Partnership,3,Do Business
Coworkers,1,Coworkers
Service agent,1,Service Representative
Retailer/Organization Sat,3,Company/Organization/Brand Satisfaction
Subscribe to Newsletters,3,Unmapped Future Behaviors
Code Information,1,Site Information
Comment,3,Unmapped Future Behaviors
Use Site Again,3,Unmapped Future Behaviors
Likelihood to Leave FSR,3,Unmapped Future Behaviors
Recommend Tool,3,Recommend
Resort Descriptions,1,Product Descriptions
Purchase Online Mobile Site,3,Purchase via Mobile
Use Home Delivery,3,Use Again
Change diet & lifestyle,3,Unmapped Future Behaviors
Enroll in Support Site,3,Unmapped Future Behaviors
Recommend Sales Support Orders,3,Unmapped Future Behaviors
Use in the Future,3,Use Service
Communicate Experience on Blog,3,Unmapped Future Behaviors
Examiner,1,Unmapped Elements
Sales Staff Engagement,1,Sales Associate Engagement
Vehicle Rental Browsing,1,Product Browsing
Look & Feel,1,Look and Feel
Recommend Tools,3,Unmapped Future Behaviors
Likelihood to Call Great Wolf,3,Contact
Product Information,1,Product Descriptions
Likelihood to Register,3,Subscribe/Renew
Primary Resource for Citi Info,3,Primary Resource
Use Mobile App Again,3,Use Again
Association Satisfaction,3,Company/Organization/Brand Satisfaction
Watch Online,3,Watch Video Online
Checkout,1,Checkout
Service Quality,1,Service Quality
Other Advertisers,3,Unmapped Future Behaviors
Online Participation - Discuss,3,Future Online Participation
Consumption of Resources,3,Use Service
Likely to Initiate Business,3,Unmapped Future Behaviors
Future Email Behavior,3,Unmapped Future Behaviors
View Blog,3,Unmapped Future Behaviors
Com Experience on Social Network,3,Comm Exp on Social Network
Supervisor,1,Supervisor
Recommend Newsletter,3,Unmapped Future Behaviors
Call Customer Service,3,Contact
Sharing Photos,1,Unmapped Elements
Software Interface,1,Unmapped Elements
Primary Resource-Help,3,Primary Resource
Instructors,1,Unmapped Elements
Order Collection,1,Order Pick-up
Sign Up for Services,3,Additional Products/Services
Other Channel Schedule,3,Other-Channel Purchase
Post Content,1,Unmapped Elements
Recommend University,3,Recommend Company
Merchandise,1,Merchandise
Consider Job  with Fed Gov't,3,Unmapped Future Behaviors
Digital Interaction,1,Unmapped Elements
Blog Content,1,Content
eTextbook Reading Experience Performance,1,Unmapped Elements
Book a Trip,3,Make Reservation Online
Editorial Position,1,Unmapped Elements
Product Specifications,1,Product Descriptions
Travel Prices,1,Price
Wellness Check-In,1,Unmapped Elements
Simple,1,Unmapped Elements
Purchase From App,3,In-Channel Purchase
Weigh-in,1,Unmapped Elements
Purchase Accessories,3,Unmapped Future Behaviors
Brand Image,1,Brand/Image
Communicate Blog,3,Unmapped Future Behaviors
Tablet,3,Unmapped Future Behaviors
Brand Image,3,Unmapped Future Behaviors
Purchase Online Full Site,3,In-Channel Purchase
Use Products,3,Use Product
Support Information,1,Site Information
Read Print Magazine,3,Unmapped Future Behaviors
Communication,1,Unmapped Elements
Recommend Company 0 to 10,3,Recommend Company
Future Site Purchase,3,Unmapped Future Behaviors
Call,3,Contact
Order Process,1,Ordering Process
Task/Ordering Process,1,Unmapped Elements
Provide Feedback,3,Unmapped Future Behaviors
Photo Process,1,Unmapped Elements
Return to same Wellness Coach,3,Unmapped Future Behaviors
Recommend Programming,3,Recommend Products/Services
Paid Time Off,1,Unmapped Elements
Product Range,1,Merchandise
Seek More Info Career,3,Seek More Information
Product Descriptions,1,Product Descriptions
Future Use of Products,3,Use More Services
Banking - Use More Frequently,3,Use More Frequently
Member Website,1,Unmapped Elements
Visit CNET.com,3,Unmapped Future Behaviors
Program Partners,1,Program Partners
Visit website,3,Visit Website
Medicare Plan Finder- Results,1,Search Results - Relevance
Primary Resource for Learning,3,Primary Resource
Watch More Videos,3,Watch Video Online
Primary Listing Information Resource,3,Unmapped Future Behaviors
Use Website,3,Use Website
Purchase on App,3,Purchase via Mobile
Player in an Fantasy League,3,Unmapped Future Behaviors
Visit Next Time,3,Unmapped Future Behaviors
Purchase next time,3,Purchase Next Time
Purchase tickets,3,In-Channel Purchase
Post-purchase Communications,1,Unmapped Elements
Human Resources (HR) Support,1,Unmapped Elements
Buy and Play Game Online,3,In-Channel Purchase
Teacher(s),1,Unmapped Elements
Brand Engagement,3,Brand Engagement
Watch/Read More Mobile Content,3,Unmapped Future Behaviors
Schedule Next Time,3,Unmapped Future Behaviors
Talk to Professional Vaccine,3,Unmapped Future Behaviors
Response Speed,1,Response Speed
StubHub FanProtect Policies,1,Unmapped Elements
Purchase Online at CardScan.com,3,In-Channel Purchase
Programs,1,Videos
Increase Business,3,Increase Business
Seek More,3,Seek More Information
Likelihood to Log Into Secured Section,3,Use Service
Vehicle Rental Descriptions,1,Product Descriptions
Teacher,1,Unmapped Elements
Use App Over Others,3,Unmapped Future Behaviors
Use Mobile Site/App,3,Use Mobile Site/App
eTextbook Reading -Functionality,1,Functionality
Increase Investment,3,Unmapped Future Behaviors
Purchase Via Channel Again,3,Purchase
Ease of Doing Business,3,Unmapped Future Behaviors
Use Site Via Tablet,3,Use Site via Mobile Device
Search Interface,1,Search Interface
Lovesac Durability,1,Unmapped Elements
Subscribe to Data Center,3,Subscribe/Renew
Return Next Time,3,Return
Continue in Role,3,Unmapped Future Behaviors
Reward Redemption,1,Reward Redemption
Recipe Browsing,1,Product Browsing
Product Image,1,Images
Quote Descriptions,1,Product Descriptions
Driver,1,Unmapped Elements
Representatives,1,Representatives
Communicate Experience on Social,3,Communicate Experience
Non-product Content,1,Unmapped Elements
Custom Garment,1,Unmapped Elements
In-Channel Reservation,3,Make Reservation Online
Purchase Via Sales Support Again,3,Unmapped Future Behaviors
Store Experience - On Floor Service,1,Unmapped Elements
Likelihood to Increase,3,Unmapped Future Behaviors
NPS,3,Unmapped Future Behaviors
Store Purchase,3,Other-Channel Purchase
Products and Services,1,Unmapped Elements
Recommend Products & Services,3,Recommend Products/Services
Site Peformance,1,Site Performance
In-Flight Team,1,Unmapped Elements
Renew,3,Subscribe/Renew
Task/ Ordering Process,1,Unmapped Elements
Blog Views,3,Unmapped Future Behaviors
Request,1,Unmapped Elements
Registry,1,Unmapped Elements
Brand Confidence Site,3,Unmapped Future Behaviors
Purchase From Catalog,3,Other-Channel Purchase
View,3,Unmapped Future Behaviors
Visit Location,3,Visit in Person
Set up Account Next Time,3,Unmapped Future Behaviors
Bill Payment,1,Unmapped Elements
Usefulness/ relevence of Content,1,Unmapped Elements
Order and Pickup,3,Unmapped Future Behaviors
Prescription Information,1,Unmapped Elements
Recommend Store,3,Recommend Store
Likelihood to Sell Online,3,Use Again
Purchase Mobile Online,3,In-Channel Purchase
Purchase Via Citi - Concierge Again,3,Call Again
Use a St. John Facility,3,Primary Resource
Client Performance,1,Unmapped Elements
Book,3,Unmapped Future Behaviors
Search Results Interface,1,Unmapped Elements
Primary Hospital Resource,3,Primary Resource
Product Inventory,1,Product Inventory
Real Estate Browsing,1,Product Browsing
Application Confidence,3,Unmapped Future Behaviors
Purchase from Distributor,3,Purchase from Partner/Distributor
Contact Customer Services,3,Contact
Campus Life,1,Unmapped Elements
Attend,3,Unmapped Future Behaviors
Resources,1,Unmapped Elements
Store Environmentent,1,Store Environment
Future Purchase Intent (Calculation),3,Future Purchase Intent (Calculated)
Social Functionality,1,Social Functionality
Take Action,3,Unmapped Future Behaviors
Likelihood to Continue Service,3,Use Again
Other future use of Avios tools,3,Use Service
Product Detail,1,Unmapped Elements
Contact Financial Professional,3,Contact
Likelihood to visit a Physician,3,Visit in Person
Social Network,3,Comm Exp on Social Network
Visit Detroit,3,Visit in Person
Use FAQs Again,3,Use Again
Request Additional Information,3,Unmapped Future Behaviors
Likelihood to Order Publications,3,In-Channel Purchase
Apply Again with Same Agency,3,Apply
Cart,1,Unmapped Elements
Product Service,1,Unmapped Elements
Recommend Purchasing,3,Recommend Products/Services
Pick-up,1,Unmapped Elements
Use Future,3,Unmapped Future Behaviors
Email Account Management,1,Unmapped Elements
Future Online Transactions,3,Unmapped Future Behaviors
Bank Products,1,Unmapped Elements
Request an Info Kit,3,Unmapped Future Behaviors
Future Use,3,Use Again
Purchase From Mobile or Tablet,3,Purchase via Mobile
Visit a Norton Healthcare Doctor,3,Visit in Person
Shipping Costs,1,Unmapped Elements
Likelihood to Use Site as Primary Resource,3,Primary Resource
Apply online for Benefits,3,Apply
Member Resources,1,Unmapped Elements
Organisation Satisfaction,3,Company/Organization/Brand Satisfaction
Rent,3,Unmapped Future Behaviors
Online,3,Unmapped Future Behaviors
Primary Resource for Online News,3,Primary Resource
Task/ Transactions,1,Tasks and Transactions
Promotion Performance,1,Unmapped Elements
Policy,1,Unmapped Elements
Use Brittany Ferries in Future,3,Use Again
Product Content,1,Content
Manage Account Mobile Site,3,Manage and Service Account
Interoperable,1,Unmapped Elements
Likelihood to Rely,3,Unmapped Future Behaviors
Create Account,3,Open Additional Accounts
Purchase ONLINE Shopping,3,In-Channel Purchase
Aesthetic,1,Unmapped Elements
Consider this to be channel of choice,3,Contact Via Channel Again
Contact Via Chat Again,3,Contact Via Channel Again
Recommend Course,3,Recommend Products/Services
Community Development,1,Unmapped Elements
Use In Store Pickup Again,3,Use Store Pick-up
Store Assistants,1,Store Employees
Seek Added Info on Ameriprise,3,Seek More Information
Return Website,3,Return
Become a Member,3,Become a Member
Services over Phone,3,Other-Channel Purchase
Primary Resource for News,3,Primary Resource
Tasks,1,Tasks and Transactions
Book Reservation Again Online,3,Make Reservation Online
Likelihood to Visit Precinct,3,Visit in Person
Setting,1,Unmapped Elements
Purchase Additional Products,3,Purchase
Public Safety,1,Unmapped Elements
IVR Prompts,1,Unmapped Elements
Educational Program Content,1,Unmapped Elements
Future Puchase Intent (Calculated),3,Future Purchase Intent (Calculated)
Recommend Collection,3,Recommend Products/Services
Use Vendor Services,3,Unmapped Future Behaviors
Coursework Prior,1,Unmapped Elements
Primary App Resource,3,Primary Resource
Travel Browsing,1,Product Browsing
Other-channel Purchase,3,Other-Channel Purchase
Stock-Related,1,Merchandise
Likelihood to Maintain,3,Do Business
Hotel Browsing,1,Product Browsing
Sending a Message,1,Unmapped Elements
Choose PNC,3,Unmapped Future Behaviors
Findability/Tools,1,Unmapped Elements
Operation,1,Unmapped Elements
Sponsored Links,1,Ads
Use Product,3,Use Product
Videos,1,Videos
Provider Browsing,1,Product Browsing
Recommendation Employer,3,Employer Recommendation
Career Opportunities,1,Unmapped Elements
Visit a Provider,3,Visit in Person
Technical Content,1,Unmapped Elements
Online Application Functionality,1,Unmapped Elements
Recommend Pickup,3,Recommend Store Pickup
Lovesac Configuration,1,Unmapped Elements
New Vehicle Online Purchase Resource,3,Primary Resource
Article/Video  Browsing,1,Information Browsing
Service Confidence,3,Unmapped Future Behaviors
Apply for a Product Online,3,Unmapped Future Behaviors
Email Appeal,1,Unmapped Elements
Sign-up for Course,3,Unmapped Future Behaviors
Search Form Interface,1,Search Interface
Web Channel Over Others,3,Use Web Channel Over Others
Likelihood to Donate,3,Donate
Return to Website,3,Return
Primary Gaming Source,3,Unmapped Future Behaviors
Purchase from Third Party,3,Purchase from Partner/Distributor
Likelihood to Submit Content,3,Interact Online
Likelihood to Attend Event,3,Unmapped Future Behaviors
